Dateiname;Thema;Prompt
hirschhornsalz.jpg;Hirschhornsalz;Hirschhornsalz crystals (Ammonium carbonate), slightly coarser than baking powder
pottasche.jpg;Pottasche;Potash (Potassium carbonate) white powder, in a small glass dish
fermentation_bubbles.jpg;Gärung Makro;Extreme macro shot of dough surface showing gas bubbles trapped under the gluten skin
chemie_reaction.jpg;Chemische Reaktion;Baking soda reacting with vinegar in a glass, fizzy eruption


ofen_holz.jpg;Holzbackofen;Traditional outdoor wood fired pizza oven, stone arch
ofen_etagen.jpg;Etagenofen;Professional deck oven in a bakery
ofen_konvektion.jpg;Konvektomat;Convection oven interior, fan visible in the back
ofen_dutch.jpg;Dutch Oven;Cast iron Dutch Oven pot with lid off
ofen_stahl.jpg;Backstahl;Heavy baking steel plate on an oven rack
ofen_stein.jpg;Backstein;Rectangular chamotte baking stone (pizza stone) in an oven
ofen_schwaden.jpg;Schwadomat;Steam generation in oven, water being poured onto hot lava stones
ofen_roemer.jpg;Römertopf;Clay baker (Römertopf) with lid next to it
fail_soup.jpg;Teigsuppe;Sticky wet dough sticking excessively to hands and table
fail_seam.jpg;Offener Schluss;Bottom of a proofing basket (Banneton) showing the dough seam opening up
fail_skin.jpg;Gerissene Haut;Close up of a raw dough ball surface tearing apart during shaping
fail_uebergare.jpg;Übergare;Flat sourdough loaf (Frisbee), pale crust, cuts did not open
fail_untergare.jpg;Untergare;Sourdough bread exploded at the side (blowout)
fail_flyingtop.jpg;Flying Top;Bread slice where the top crust has separated from the crumb leaving a large gap
fail_klitsch.jpg;Klitsch;Slice of rye bread with a dense wet streak (water ring) at the bottom
fail_boden.jpg;Verbrannter Boden;Bottom of a bread loaf turned over, showing black burnt char
fail_salz.jpg;Salz vergessen;Pale bread loaf, risen too much, looks dry and tasteless
fail_elefant.jpg;Elefantenhaut;Close up of bread crust looking like elephant skin
fail_volumen.jpg;Kleines Volumen;Small dense bread brick, did not rise, very tight crumb
dry_knaecke.jpg;Knäckebrot;Round Swedish crispbread (Knäckebröd) with a hole in the center
dry_zwieback.jpg;Zwieback;German Zwieback (Rusk), golden brown toasted slices
dry_cantuccini.jpg;Cantuccini;Italian Cantuccini almond biscuits, diagonal cut showing whole almonds inside
dry_matze.jpg;Matze;Matzah bread sheets, square, pale bubbly surface with brown toasted spots
dry_schuettel.jpg;Schüttelbrot;South Tyrolean Schüttelbrot, thin hard rye flatbread
dry_grissini.jpg;Grissini;Tall glass filled with long thin Grissini breadsticks
dry_taralli.jpg;Taralli;Italian Taralli, small ring shaped crackers
dry_friselle.jpg;Friselle;Friselle pugliesi, dry hard ring bread, rough porous texture
dry_hardtack.jpg;Schiffszwieback;Historical Hardtack biscuit, square, very dense, pale
dry_brotchips.jpg;Brotchips;Bowl of Bread Chips (roasted baguette slices)
dry_rusks.jpg;Rusks;South African Ouma Rusks, chunky rectangular buttermilk biscuits

reset bildgenerator und nochmals:
